0,120.15,243.92,286.48,337.05,451.67,357.13,432.35,341.46,198.29,8113.1,8184.5,8270.2,8246.9,8171.7,8426.4,8383.5,8373.1,8072.6,8398.6,134.5,178.34,7979.8,8020.2,784.94,672.15,610.34,725.62,829.47,648.59,691.26,564.29,8218.1,8375.1,8518.2,8560.9,8609.7,8620.7,8520.6
120.15,0,128.08,212.85,320.83,394.27,363.47,341.92,227.43,135.03,8049.1,8121.6,8206.6,8185.6,8111.1,8365.5,8322.3,8310.4,8010.5,8335.1,214.87,292.7,7914.8,7956.3,674.89,559.98,506.45,635.58,735.12,568.61,593.77,449.01,8151.7,8309.7,8453.7,8497.5,8547.1,8559.6,8458.9
243.92,128.08,0,239.73,391.22,415.22,447.83,318.93,162.13,201,7946.9,8020.2,8104.7,8085.5,8011.6,8265.6,8222.2,8209.1,7909.8,8233.2,305.55,404.14,7811.8,7854.2,595.05,477.19,445.17,595.88,685.43,547.46,542.17,360.12,8047.7,8206.4,8351,8395.6,8446,8459.5,8358.4
286.48,212.85,239.73,0,168.57,183.01,237.13,150.96,156.39,88.189,8164.9,8239.2,8323.1,8305.9,8232.8,8486.4,8442.7,8428.1,8129.6,8451.6,413.58,458.86,8028.9,8072.3,525.26,423.1,341.21,440.14,545.66,362.5,411.04,336.79,8263.2,8422.9,8568.4,8614.1,8665.2,8680,8578.4
337.05,320.83,391.22,168.57,0,164.61,72.094,256.32,324.11,193.22,8331.2,8405.2,8489.2,8471.5,8398.1,8651.9,8608.3,8594.1,8295.4,8617.7,470.85,473.78,8195.4,8238.6,624.79,540.2,440.36,482.99,592.6,383.94,479.92,476.43,8430.1,8589.5,8734.8,8780.2,8831.1,8845.6,8744.1
451.67,394.27,415.22,183.01,164.61,0,221.44,146.4,288.25,261.92,8292.8,8368.4,8451.4,8437.1,8364.9,8618,8574,8557.5,8260,8579.9,584.43,610.92,8155.6,8200.5,472.62,401.39,294.49,318.44,428.01,219.8,319.34,362.97,8388.1,8548.9,8695.4,8742.5,8794.7,8811.3,8708.9
357.13,363.47,447.83,237.13,72.094,221.44,0,327,393.47,246.87,8393.1,8466.8,8551.1,8532.5,8458.8,8712.8,8669.3,8655.7,8356.7,8679.6,486.63,471.58,8257.7,8300.5,690.41,609.28,507.5,537.31,646.14,435.11,540.68,548.14,8492.9,8652,8797,8842.1,8892.7,8906.6,8805.3
432.35,341.92,318.93,150.96,256.32,146.4,327,0,165.54,236.18,8147.9,8223.7,8306.5,8292.7,8220.7,8473.7,8429.6,8412.7,8115.5,8435,553.47,607.66,8010.5,8055.6,379.31,285.57,193.34,294.36,397.11,230.2,260.36,223.63,8242.7,8403.6,8550.3,8597.6,8650,8666.8,8564.3
341.46,227.43,162.13,156.39,324.11,288.25,393.47,165.54,0,187.53,8016.2,8091,8174.5,8158.5,8085.7,8339.2,8295.3,8280,7981.9,8303,439.93,518.6,7879.7,7923.7,447.91,332.56,286.16,433.75,524.24,388.56,380.96,222.84,8113.4,8273.4,8419.3,8465.6,8517.1,8532.6,8430.7
198.29,135.03,201,88.189,193.22,261.92,246.87,236.18,187.53,0,8147.4,8220.8,8305.3,8286.2,8212.4,8466.5,8423,8409.7,8110.5,8433.7,326.22,371.62,8012.2,8054.7,602.38,495.19,421.43,527.86,632.69,450.55,496.42,398.46,8247.8,8406.6,8551.4,8596.2,8646.6,8660.3,8559.1
8113.1,8049.1,7946.9,8164.9,8331.2,8292.8,8393.1,8147.9,8016.2,8147.4,0,110.69,160.73,251.77,277.22,399.93,350.81,278.42,157.34,288.17,8041.6,8144.3,155.39,93.323,8004.7,7983.6,8079.2,8216.8,8199.6,8268.4,8145.1,7957.1,217.39,285.38,407.24,450.58,510.81,559,446.93
8184.5,8121.6,8020.2,8239.2,8405.2,8368.4,8466.8,8223.7,8091,8220.8,110.69,0,99.867,143.25,187.74,291.93,242.44,189.11,131.2,219.13,8111.9,8213.9,262.37,180.77,8083.9,8061.7,8156.8,8295.4,8279.2,8346.1,8223.4,8034.1,278.31,275.91,357.5,378.08,426.43,460.59,349.98
8270.2,8206.6,8104.7,8323.1,8489.2,8451.4,8551.1,8306.5,8174.5,8305.3,160.73,99.867,0,182.63,259.03,266.89,222.23,122.29,231.06,128.5,8198.2,8300.7,312.07,251.26,8164.3,8143,8238.4,8376.3,8359.3,8427.7,8304.5,8116.1,232.22,181.94,259.57,291.09,350.18,404.27,292.17
8246.9,8185.6,8085.5,8305.9,8471.5,8437.1,8532.5,8292.7,8158.5,8286.2,251.77,143.25,182.63,0,95.715,182.54,136.86,171.62,184.22,233.59,8172.5,8273.6,395.76,304.46,8158.3,8134.4,8228.6,8368.7,8354.1,8418.1,8296.4,8105,407.54,354.7,376.02,356.27,376.03,374.13,275.76
8171.7,8111.1,8011.6,8232.8,8398.1,8364.9,8458.8,8220.7,8085.7,8212.4,277.22,187.74,259.03,95.715,0,256.12,217.92,267.09,153.9,327.78,8096.4,8197.1,398.16,301.45,8089.1,8064.2,8158,8298.9,8285.1,8347.5,8226.4,8033.9,466.02,438.82,471.2,451.01,465.97,451.19,361.27
8426.4,8365.5,8265.6,8486.4,8651.9,8618,8712.8,8473.7,8339.2,8466.5,399.93,291.93,266.89,182.54,256.12,0,49.603,160.2,365.87,214.93,8351.5,8452.3,554.05,470.91,8340.1,8315.9,8410,8550.4,8536,8599.5,8478,8286.3,490.54,371.39,310.85,244.44,227.08,195.08,116.05
8383.5,8322.3,8222.2,8442.7,8608.3,8574,8669.3,8429.6,8295.3,8423,350.81,242.44,222.23,136.86,217.92,49.603,0,126.28,318.39,188.31,8308.9,8409.9,504.66,421.31,8295.1,8271.2,8365.5,8505.5,8490.9,8554.9,8433.2,8241.8,449.9,342.16,302.79,251.63,250.87,237.3,143.55
8373.1,8310.4,8209.1,8428.1,8594.1,8557.5,8655.7,8412.7,8280,8409.7,278.42,189.11,122.29,171.62,267.09,160.2,126.28,0,305.58,66.686,8300.2,8402.2,432.49,364.25,8273,8250.8,8345.9,8484.5,8468.2,8535.2,8412.5,8223.2,331.96,216.08,204.53,194.6,237.33,282.13,169.94
8072.6,8010.5,7909.8,8129.6,8295.4,8260,8356.7,8115.5,7981.9,8110.5,157.34,131.2,231.06,184.22,153.9,365.87,318.39,305.58,0,345.99,7998.9,8100.5,248.4,151.74,7979.1,7955.7,8050.3,8189.8,8174.7,8239.7,8117.6,7927,372.47,403.71,487.33,499.69,538.41,553.5,448.9
8398.6,8335.1,8233.2,8451.6,8617.7,8579.9,8679.6,8435,8303,8433.7,288.17,219.13,128.5,233.59,327.78,214.93,188.31,66.686,345.99,0,8326.6,8428.9,435.65,379.6,8292.6,8271.3,8366.8,8504.7,8487.6,8556.1,8432.9,8244.6,294.7,156.55,145.14,162.63,226.29,297.54,190.8
134.5,214.87,305.55,413.58,470.85,584.43,486.63,553.47,439.93,326.22,8041.6,8111.9,8198.2,8172.5,8096.4,8351.5,8308.9,8300.2,7998.9,8326.6,0,119.29,7909.5,7948.6,887.78,771.75,721.29,847.83,948.92,775.75,808.17,658.11,8149.3,8305.1,8447.3,8488.7,8536.5,8546,8446.6
178.34,292.7,404.14,458.86,473.78,610.92,471.58,607.66,518.6,371.62,8144.3,8213.9,8300.7,8273.6,8197.1,8452.3,8409.9,8402.2,8100.5,8428.9,119.29,0,8012.8,8051.2,963.24,850.15,788.32,898.96,1004.3,817.48,867.58,741.13,8253.4,8408.7,8550.2,8590.9,8638.3,8646.9,8547.9
7979.8,7914.8,7811.8,8028.9,8195.4,8155.6,8257.7,8010.5,7879.7,8012.2,155.39,262.37,312.07,395.76,398.16,554.05,504.66,432.49,248.4,435.65,7909.5,8012.8,0,96.914,7864.3,7844.2,7940.3,8077,8058.9,8129.4,8005.4,7818.7,261.79,396.5,539.94,595.83,661.17,713.92,601.73
8020.2,7956.3,7854.2,8072.3,8238.6,8200.5,8300.5,8055.6,7923.7,8054.7,93.323,180.77,251.26,304.46,301.45,470.91,421.31,364.25,151.74,379.6,7948.6,8051.2,96.914,0,7913.1,7891.7,7987.2,8125.1,8108.1,8176.5,8053.3,7865,280.01,375.09,500.56,542.23,599.67,640.85,529.65
784.94,674.89,595.05,525.26,624.79,472.62,690.41,379.31,447.91,602.38,8004.7,8083.9,8164.3,8158.3,8089.1,8340.1,8295.1,8273,7979.1,8292.6,887.78,963.24,7864.3,7913.1,0,118.06,186.2,223.12,198.56,308.22,168.48,236.27,8091,8254.8,8404.1,8455.2,8510.3,8532,8427.7
672.15,559.98,477.19,423.1,540.2,401.39,609.28,285.57,332.56,495.19,7983.6,8061.7,8143,8134.4,8064.2,8315.9,8271.2,8250.8,7955.7,8271.3,771.75,850.15,7844.2,7891.7,118.06,0,109.66,238.26,266.09,287.79,163.27,118.32,8072.8,8235.6,8384.1,8434,8488.2,8508.2,8404.5
610.34,506.45,445.17,341.21,440.36,294.49,507.5,193.34,286.16,421.43,8079.2,8156.8,8238.4,8228.6,8158,8410,8365.5,8345.9,8050.3,8366.8,721.29,788.32,7940.3,7987.2,186.2,109.66,0,172.17,242.73,189.68,102.5,137.12,8169.7,8332.1,8480.2,8529.5,8583.2,8602.6,8499.1
725.62,635.58,595.88,440.14,482.99,318.44,537.31,294.36,433.75,527.86,8216.8,8295.4,8376.3,8368.7,8298.9,8550.4,8505.5,8484.5,8189.8,8504.7,847.83,898.96,8077,8125.1,223.12,238.26,172.17,0,109.71,104.92,75.886,308.02,8304.8,8468,8616.9,8667.3,8721.8,8742.5,8638.6
829.47,735.12,685.43,545.66,592.6,428.01,646.14,397.11,524.24,632.69,8199.6,8279.2,8359.3,8354.1,8285.1,8536,8490.9,8468.2,8174.7,8487.6,948.92,1004.3,8058.9,8108.1,198.56,266.09,242.73,109.71,0,211.46,143.29,364.41,8284.9,8449,8598.6,8650.1,8705.5,8727.7,8623.2
648.59,568.61,547.46,362.5,383.94,219.8,435.11,230.2,388.56,450.55,8268.4,8346.1,8427.7,8418.1,8347.5,8599.5,8554.9,8535.2,8239.7,8556.1,775.75,817.48,8129.4,8176.5,308.22,287.79,189.68,104.92,211.46,0,140,320.51,8358.5,8521.1,8669.3,8718.7,8772.6,8792,8688.6
691.26,593.77,542.17,411.04,479.92,319.34,540.68,260.36,380.96,496.42,8145.1,8223.4,8304.5,8296.4,8226.4,8478,8433.2,8412.5,8117.6,8432.9,808.17,867.58,8005.4,8053.3,168.48,163.27,102.5,75.886,143.29,140,0,234.72,8233.6,8396.7,8545.4,8595.5,8649.8,8670.2,8566.4
564.29,449.01,360.12,336.79,476.43,362.97,548.14,223.63,222.84,398.46,7957.1,8034.1,8116.1,8105,8033.9,8286.3,8241.8,8223.2,7927,8244.6,658.11,741.13,7818.7,7865,236.27,118.32,137.12,308.02,364.41,320.51,234.72,0,8049.2,8211,8358.6,8407.2,8460.5,8479,8375.9
8218.1,8151.7,8047.7,8263.2,8430.1,8388.1,8492.9,8242.7,8113.4,8247.8,217.39,278.31,232.22,407.54,466.02,490.54,449.9,331.96,372.47,294.7,8149.3,8253.4,261.79,280.01,8091,8072.8,8169.7,8304.8,8284.9,8358.5,8233.6,8049.2,0,175.99,336.99,421.95,503.53,590.4,485.49
8375.1,8309.7,8206.4,8422.9,8589.5,8548.9,8652,8403.6,8273.4,8406.6,285.38,275.91,181.94,354.7,438.82,371.39,342.16,216.08,403.71,156.55,8305.1,8408.7,396.5,375.09,8254.8,8235.6,8332.1,8468,8449,8521.1,8396.7,8211,175.99,0,161.01,249.98,334.3,431.29,335.56
8518.2,8453.7,8351,8568.4,8734.8,8695.4,8797,8550.3,8419.3,8551.4,407.24,357.5,259.57,376.02,471.2,310.85,302.79,204.53,487.33,145.14,8447.3,8550.2,539.94,500.56,8404.1,8384.1,8480.2,8616.9,8598.6,8669.3,8545.4,8358.6,336.99,161.01,0,103.32,189.01,300.72,230.54
8560.9,8497.5,8395.6,8614.1,8780.2,8742.5,8842.1,8597.6,8465.6,8596.2,450.58,378.08,291.09,356.27,451.01,244.44,251.63,194.6,499.69,162.63,8488.7,8590.9,595.83,542.23,8455.2,8434,8529.5,8667.3,8650.1,8718.7,8595.5,8407.2,421.95,249.98,103.32,0,86.338,198.01,142.78
8609.7,8547.1,8446,8665.2,8831.1,8794.7,8892.7,8650,8517.1,8646.6,510.81,426.43,350.18,376.03,465.97,227.08,250.87,237.33,538.41,226.29,8536.5,8638.3,661.17,599.67,8510.3,8488.2,8583.2,8721.8,8705.5,8772.6,8649.8,8460.5,503.53,334.3,189.01,86.338,0,118.35,111.05
8620.7,8559.6,8459.5,8680,8845.6,8811.3,8906.6,8666.8,8532.6,8660.3,559,460.59,404.27,374.13,451.19,195.08,237.3,282.13,553.5,297.54,8546,8646.9,713.92,640.85,8532,8508.2,8602.6,8742.5,8727.7,8792,8670.2,8479,590.4,431.29,300.72,198.01,118.35,0,112.24
8520.6,8458.9,8358.4,8578.4,8744.1,8708.9,8805.3,8564.3,8430.7,8559.1,446.93,349.98,292.17,275.76,361.27,116.05,143.55,169.94,448.9,190.8,8446.6,8547.9,601.73,529.65,8427.7,8404.5,8499.1,8638.6,8623.2,8688.6,8566.4,8375.9,485.49,335.56,230.54,142.78,111.05,112.24,0
